ID,number,author1,year,jourl,study,country,continent,longitude,latitude,climate.zone,MAT (℃),MAP (mm),BD (g/cm3),soil.texture,sand (%),silt(%),clay (%),soil.fertility,SOC (g/kg),TN,PH,pH,cover.crop.type,maincrop.type,cropland.type,tillage,fertilization .type,N.fertilization,fertilization.N,residue.management,soil layer,soil.particle.diameter,cc.duration,experimental.duration (yr),sampling.month,Yield.ck,Yield.csd,Yield.cn,Yield.t,Yield.tsd,Yield.tn,PH.ck,PH.csd,PH.cn,PH.t,PH.tsd,PH.tn,Soil moisture.ck,Soil moisture.csd,Soil moisture.cn,Soil moisture.t,Soil moisture.tsd,Soil moisture.tn,SOM.ck,SOM.csd,SOM.cn,SOM.t,SOM.tsd,SOM.tn,nitrate-N.ck,nitrate-N.csd,nitrate-N.cn,nitrate-N.t,nitrate-N.tsd,nitrate-N.tn,Ammonium-N.ck,Ammonium-N.csd,Ammonium-N.cn,Ammonium-N.t,Ammonium-N.tsd,Ammonium-N.tn,TN.ck,TN.csd,TN.cn,TN.t,TN.tsd,TN.tn,nifH.ck,nifH.csd,nifH.cn,nifH.t,nifH.tsd,nifH.tn,nirS.ck,nirS.csd,nirS.cn,nirS.t,nirS.tsd,nirS.tn,nirK.ck,nirK.csd,nirK.cn,nirK.t,nirK.tsd,nirK.tn,nosZ.ck,nosZ.csd,nosZ.cn,nosZ.t,nosZ.tsd,nosZ.tn,AOA.ck,AOA.csd,AOA.cn,AOA.t,AOA.tsd,AOA.tn,AOB.ck,AOB.csd,AOB.cn,AOB.t,AOB.tsd,AOB.tn,16S.ck,16S.csd,16S.cn,16S.t,16S.tsd,16S.tn,ID,study,rrYield,varYield,rrPH,varPH,rrSoil.moisture,varSoil.moisture,rrSOM,varSOM,rrAmmonium.N,varAmmonium.N,rrnitrate.N,varnitrate.N,rrTN,varTN,rrnifH,varnifH,rrnirK,varnirK,rrnirS,varnirS,rrnarG,varnarG,rrnosZ,varnosZ,rrAOA,varAOA,rrAOB,varAOB
64,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,15,,<5yr,4,5,,,,,,,,,,,,,0.34,0.01,3,0.36,0.01,3,,,,,,,6.83,1.16,3,16.17,0.42,3,,,,,,,1.2,0.02,3,1.42,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,,,,,0.057158414,0.000545552,,,,,0.861833,0.009839973,0.168335315,0.000109124,,,,,,,,,,,,,,
65,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,25,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.37,0.01,3,,,,,,,5.83,1.12,3,6.02,1.64,3,,,,,,,1.02,0.03,3,1.03,0.04,3,,,,,,,0.955869,0.598919,3,0.015037,0.007404,3,0.077243,0.015888,3,0.051419,0.014395,3,0.0113,0.001058,3,0.011912,0.006487,3,0.955869,0.598919,3,0.644091,0.166994,3,0.955869,0.598919,3,0.644091,0.166994,3,,,,,,,65,1,,,,,0.114410351,0.000549578,,,,,0.032070259,0.037040561,0.009756175,0.000791068,,,-0.406948543,0.040227504,-4.152107044,0.211677869,0.649832422,0.182738071,0.05274357,0.101776753,-0.394780854,0.153270511,-0.394780854,0.153270511
66,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,35,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.36,0.01,3,,,,,,,4.85,0.49,3,5.98,1.01,3,,,,,,,0.57,0,3,0.89,0.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,,,,,0.087011377,0.000563293,,,,,0.209441863,0.012911072,0.445585102,0.000673316,,,,,,,,,,,,,,
67,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,45,,<5yr,4,5,,,,,,,,,,,,,0.3,0,3,0.34,0.01,3,,,,,,,6.18,1,3,6.68,1.28,3,,,,,,,0.78,0.05,3,1.03,0.02,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,,,,,0.125163143,0.000288351,,,,,0.077799716,0.020966735,0.278020162,0.001495392,,,,,,,,,,,,,,
68,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,55,,<5yr,4,5,,,,,,,,,,,,,0.3,0,3,0.31,0.01,3,,,,,,,7.84,1.52,3,7.2,1.02,3,,,,,,,1.03,0.02,3,1.14,0.02,3,,,,,,,0.00888,0.005055,3,0.015174,0.006287,3,0.031579,0.01449,3,0.043995,0.005916,3,0.002671,0.001507,3,0.011618,0.00988,3,0.484371,0.110531,3,0.40126,0.100005,3,0.484371,0.110531,3,0.40126,0.100005,3,,,,,,,68,1,,,,,0.032789823,0.000346861,,,,,-0.085157808,0.019219316,0.10146946,0.000228275,,,0.331583648,0.076208252,0.53578188,0.165240078,0.392079324,0.663862317,1.470102685,0.347172913,-0.188241546,0.038062411,-0.188241546,0.038062411
69,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,65,,<5yr,4,5,,,,,,,,,,,,,0.29,0,3,0.29,0.01,3,,,,,,,7.6,1.09,3,7.89,1.64,3,,,,,,,0.98,0.03,3,1.11,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,,,,,0,0.000396354,,,,,0.037447888,0.021258189,0.124562723,0.000988722,,,,,,,,,,,,,,
70,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,75,,<5yr,4,5,,,,,,,,,,,,,0.26,0.01,3,0.27,0.01,3,,,,,,,8.77,0.31,3,7.91,0.24,3,,,,,,,1.04,0.01,3,1.2,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,,,,,0.037740328,0.000950344,,,,,-0.103209025,0.000723354,0.143100844,0.000609522,,,,,,,,,,,,,,
71,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,85,,<5yr,4,5,,,,,,,,,,,,,0.23,0,3,0.26,0.01,3,,,,,,,8.27,0.36,3,6.5,1,3,,,,,,,1.06,0.03,3,1.17,0.02,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,,,,,0.122602322,0.000493097,,,,,-0.240832332,0.008521191,0.098734841,0.000364401,,,,,,,,,,,,,,
72,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,95,,<5yr,4,5,,,,,,,,,,,,,0.24,0.01,3,0.29,0.01,3,,,,,,,9.14,0.28,3,5.25,0.85,3,,,,,,,1.07,0.02,3,1.07,0.04,3,,,,,,,0.010699,0.007248,3,0.017829,0.0052,3,0.031988,0.031354,3,0.02058,0.005089,3,0.00343,0.001396,3,0.001966,0.001119,3,0.517157,0.171947,3,0.482249,0.030879,3,0.517157,0.171947,3,0.482449,0.030879,3,,,,,,,72,1,,,,,0.189242,0.000975057,,,,,-0.554432309,0.009050543,0,0.000582292,,,-0.441041102,0.340633275,0.510676066,0.181333034,-0.487662649,0.258098476,-0.556559239,0.163202646,-0.069885925,0.038215448,-0.069471288,0.038214315
73,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,110,,<5yr,4,5,,,,,,,,,,,,,0.23,0.01,3,0.25,0.01,3,,,,,,,7.82,0.53,3,5.37,0.9,3,,,,,,,1.04,0,3,1.11,0.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1,,,,,0.083381609,0.001163453,,,,,-0.375856646,0.010894151,0.065139302,0.001731461,,,,,,,,,,,,,,
74,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,130,,<5yr,4,5,,,,,,,,,,,,,0.16,0,3,0.25,0.01,3,,,,,,,6.45,0.79,3,6.39,0.4,3,,,,,,,1.04,0.02,3,1.1,0.05,3,,,,,,,0.010284,0.005913,3,0.009204,0.003188,3,0.01536,0.010431,3,0.007362,0.002947,3,0.003628,0.003323,3,0.000948,0.000452,3,0.443813,0.003045,3,0.487125,0.039377,3,0.443813,0.003045,3,0.487125,0.039377,3,,,,,,,74,1,,,,,0.446287103,0.000533333,,,,,-0.009345862,0.006306663,0.056089467,0.000811979,,,-0.735435093,0.207139362,-0.110951117,0.150188141,-1.151960839,0.314500728,-1.342082309,0.355420859,0.093117461,0.002193818,0.093117461,0.002193818
75,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,150,,<5yr,4,5,,,,,,,,,,,,,0.18,0.01,3,0.19,0.01,3,,,,,,,5.63,0.51,3,4.14,0.13,3,,,,,,,0.78,0.01,3,0.78,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,,,,,0.054067221,0.001952168,,,,,-0.307413654,0.003063957,0,0.000547885,,,,,,,,,,,,,,
76,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,170,,<5yr,4,5,,,,,,,,,,,,,0.2,0.03,3,0.19,0.01,3,,,,,,,3.91,0.35,3,3.15,0.12,3,,,,,,,0.85,0.03,3,0.98,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,1,,,,,-0.051293294,0.008423361,,,,,-0.216134921,0.003154672,0.142316222,0.001282919,,,,,,,,,,,,,,
77,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,190,,<5yr,4,5,,,,,,,,,,,,,0.22,0.04,3,0.24,0.01,3,,,,,,,3.48,0.23,3,2.74,0.14,3,,,,,,,0.82,0.01,3,1.05,0.06,3,,,,,,,0.007117,0.001333,3,0.008358,0.003807,3,0.013765,0.004706,3,0.006625,0.00114,3,0.001802,0.000127,3,0.001314,0.00039,3,0.468786,0.046545,3,0.569267,0.04898,3,0.468786,0.046545,3,0.569267,0.04898,3,,,,,,,77,1,,,,,0.087011377,0.011597987,,,,,-0.239074373,0.002326278,0.247241103,0.001138009,,,-0.731278767,0.048830995,0.160732876,0.080851092,0.258827112,0.253459928,-0.315821239,0.031019817,0.194203194,0.005753715,0.194203194,0.005753715
78,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,5,,<5yr,4,5,,,,,,,,,,,,,0.33,0.02,3,0.42,0.01,3,,,,,,,14.51,1.46,3,15.69,1.71,3,,,,,,,1.42,0.05,3,1.64,0.03,3,,,,,,,0.076348,0.026833,3,0.032402,0.011395,3,0.117758,0.038023,3,0.051535,0.02839,3,0.021856,0.003324,3,0.026464,0.000265,3,4.566267,3.563647,3,2.294648,1.31114,3,4.566267,3.563647,3,2.294648,1.31114,3,,,,,,,78,1,,,,,0.241162057,0.001413329,,,,,0.0781855,0.007334173,0.14403937,0.000524819,,,-0.826370483,0.135911972,-0.857081687,0.082399183,-0.321088343,0.01588758,0.191309835,0.007743513,-0.688116567,0.311852143,-0.688116567,0.311852143
79,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,15,,<5yr,4,5,,,,,,,,,,,,,0.34,0.01,3,0.4,0,3,,,,,,,6.83,1.16,3,10.54,0.66,3,,,,,,,1.2,0.02,3,1.31,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1,,,,,0.162518929,0.000288351,,,,,0.43385287,0.010922119,0.08770558,0.000112016,,,,,,,,,,,,,,
80,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,25,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.39,0,3,,,,,,,5.83,1.12,3,6.33,1.31,3,,,,,,,1.02,0.03,3,1.05,0.03,3,,,,,,,0.955869,0.598919,3,0.025878,0.006838,3,0.077243,0.015888,3,0.063776,0.009138,3,0.0113,0.001058,3,0.019527,0.000943,3,0.955869,0.598919,3,1.01187,0.42238,3,0.955869,0.598919,3,1.01187,0.42238,3,,,,,,,80,1,,,,,0.167054085,0.000306091,,,,,0.082283236,0.026578298,0.028987537,0.000560459,,,-0.191579353,0.020945907,-3.609227687,0.154137633,0.698228019,0.063946947,0.546995398,0.003699463,0.056934509,0.188944648,0.056934509,0.188944648
81,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,35,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.39,0.01,3,,,,,,,4.85,0.49,3,5.15,0.55,3,,,,,,,0.57,0,3,0.88,0.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,,,,,0.167054085,0.000525245,,,,,0.06001801,0.00720422,0.434285547,0.000688705,,,,,,,,,,,,,,
82,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,45,,<5yr,4,5,,,,,,,,,,,,,0.3,0,3,0.4,0.01,3,,,,,,,6.18,1,3,4.74,0.4,3,,,,,,,0.78,0.05,3,1.07,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1,,,,,0.287682072,0.000208333,,,,,-0.265281136,0.011101529,0.316120008,0.001369713,,,,,,,,,,,,,,
83,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,55,,<5yr,4,5,,,,,,,,,,,,,0.3,0,3,0.36,0.01,3,,,,,,,7.84,1.52,3,6.04,0.29,3,,,,,,,1.03,0.02,3,1.12,0.04,3,,,,,,,0.00888,0.005055,3,0.013706,0.002724,3,0.031579,0.01449,3,0.033897,0.009821,3,0.002671,0.001507,3,0.004256,0.001059,3,0.484371,0.110531,3,0.423383,0.052917,3,0.40126,0.100005,3,0.423383,0.052917,3,,,,,,,83,1,,,,,0.182321557,0.000257202,,,,,-0.260834822,0.013297925,0.083769883,0.00055085,,,0.070834172,0.098162158,0.434032136,0.121184287,-0.085283201,0.196070709,0.465876818,0.126748275,-0.134573935,0.022564817,0.05366761,0.025911948
84,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,65,,<5yr,4,5,,,,,,,,,,,,,0.29,0,3,0.35,0.01,3,,,,,,,7.6,1.09,3,5.6,0.74,3,,,,,,,0.98,0.03,3,1.15,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,1,,,,,0.188052232,0.000272109,,,,,-0.30538165,0.012677111,0.15996465,0.00094249,,,,,,,,,,,,,,
85,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,75,,<5yr,4,5,,,,,,,,,,,,,0.26,0.01,3,0.34,0.01,3,,,,,,,8.77,0.31,3,5.1,0.07,3,,,,,,,1.04,0.01,3,1.17,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,,,,,0.268263987,0.000781447,,,,,-0.542096267,0.000479285,0.117783036,5.52E-05,,,,,,,,,,,,,,
86,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,85,,<5yr,4,5,,,,,,,,,,,,,0.23,0,3,0.33,0,3,,,,,,,8.27,0.36,3,5.66,0.3,3,,,,,,,1.06,0.03,3,1.14,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,1,,,,,0.361013346,0,,,,,-0.379210617,0.001568103,0.072759354,0.000292648,,,,,,,,,,,,,,
87,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.21,Loam,42.8418,36.1582,21,High,21.12307,6.768737,Acid,5.4,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,95,,<5yr,4,5,,,,,,,,,,,,,0.24,0.01,3,0.29,0.01,3,,,,,,,9.14,0.28,3,6.74,1.44,3,,,,,,,1.07,0.02,3,1.1,0.03,3,,,,,,,0.010699,0.007248,3,0.010258,0.003058,3,0.031988,0.031354,3,0.013696,0.003712,3,0.00343,0.001396,3,0.003187,0.002356,3,0.517157,0.171947,3,0.559911,0.116193,3,0.517157,0.171947,3,0.559911,0.116193,3,,,,,,,87,1,,,,,0.189242,0.000975057,,,,,-0.304600461,0.015528245,0.027651531,0.000364392,,,-0.848257013,0.344736387,-0.04209239,0.182600867,0.040568477,0.773826311,-0.073480226,0.237380648,0.079431339,0.051203699,0.079431339,0.051203699
88,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,110,,<5yr,4,5,,,,,,,,,,,,,0.23,0.01,3,0.3,0.01,3,,,,,,,7.82,0.53,3,4.77,0.06,3,,,,,,,1.04,0,3,1.1,0.02,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,,,,,0.265703166,0.00100049,,,,,-0.49433825,0.001583888,0.056089467,0.000110193,,,,,,,,,,,,,,
89,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,130,,<5yr,4,5,,,,,,,,,,,,,0.16,0,3,0.28,0,3,,,,,,,6.45,0.79,3,3.87,0.4,3,,,,,,,1.04,0.02,3,0.74,0.03,3,,,,,,,0.010284,0.005913,3,0.007009,0.0034,3,0.01536,0.010431,3,0.012483,0.004086,3,0.003628,0.003323,3,0.005377,0.004287,3,0.443813,0.003045,3,0.390339,0.097088,3,0.443813,0.003045,3,0.390339,0.097088,3,,,,,,,89,1,,,,,0.559615788,0,,,,,-0.510825624,0.00856154,-0.340325806,0.000671119,,,-0.207399009,0.189440231,-0.383394252,0.188634781,-0.803433071,0.399833073,0.393449066,0.491531239,-0.12838771,0.020637462,-0.12838771,0.020637462
90,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,150,,<5yr,4,5,,,,,,,,,,,,,0.18,0.01,3,0.2,0.01,3,,,,,,,5.63,0.51,3,5.93,1.87,3,,,,,,,0.78,0.01,3,0.86,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,,,,,0.105360516,0.00186214,,,,,0.051914771,0.03588292,0.09763847,9.99E-05,,,,,,,,,,,,,,
91,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,170,,<5yr,4,5,,,,,,,,,,,,,0.2,0.03,3,0.22,0.02,3,,,,,,,3.91,0.35,3,4.96,1.51,3,,,,,,,0.85,0.03,3,0.91,0.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,,,,,0.09531018,0.010254821,,,,,0.237868367,0.033564577,0.06820825,0.00105927,,,,,,,,,,,,,,
92,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Non-legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,190,,<5yr,4,5,,,,,,,,,,,,,0.22,0.04,3,0.25,0.03,3,,,,,,,3.48,0.23,3,3.53,0.39,3,,,,,,,0.82,0.01,3,0.99,0.03,3,,,,,,,0.007117,0.001333,3,0.011328,0.008483,3,0.013765,0.004706,3,0.00697,0.001857,3,0.001802,0.000127,3,0.001226,0.000274,3,0.468786,0.046545,3,0.508399,0.126247,3,0.468786,0.046545,3,0.508399,0.126247,3,,,,,,,92,1,,,,,0.127833372,0.015819284,,,,,0.014265577,0.005524776,0.188400603,0.000355665,,,-0.680513914,0.062622218,0.464791249,0.198620156,-0.135050508,0.133873895,-0.385140322,0.018305094,0.081120198,0.023840778,0.081120198,0.023840778
93,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.45,Sandy Loam,53.37369,26.62631,20,Medium,12.36354,1.558646,Neutral,6.5,Legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,5,,<5yr,4,5,,,,,,,,,,,,,0.33,0.02,3,0.32,0.02,3,,,,,,,14.51,1.46,3,27.66,1.92,3,,,,,,,1.42,0.05,3,1.52,0.04,3,,,,,,,0.076348,0.026833,3,0.051233,0.00543,3,0.117758,0.038023,3,0.054439,0.016137,3,0.021856,0.003324,3,0.025794,0.013253,3,4.566267,3.563647,3,2.694243,2.012945,3,4.566267,3.563647,3,2.694243,2.012945,3,,,,,,,93,1,,,,,-0.030771659,0.002526448,,,,,0.645149259,0.004980928,0.068053463,0.000644118,,,-0.771550862,0.064041837,-0.39891798,0.044918258,-0.090173676,0.009726887,0.165666423,0.095707471,-0.527578748,0.389089983,-0.527578748,0.389089983
94,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.5,Sandy Clay Loam,52.73182,25.26818,22,Low,6.177339,1.482058,Neutral,6.7,Legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,15,,<5yr,4,5,,,,,,,,,,,,,0.34,0.01,3,0.37,0.02,3,,,,,,,6.83,1.16,3,10.79,0.26,3,,,,,,,1.2,0.02,3,1.16,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1,,,,,0.084557388,0.001262298,,,,,0.457295106,0.009808634,-0.033901552,0.000711895,,,,,,,,,,,,,,
95,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.5,Sandy Clay Loam,52.73182,25.26818,22,Low,6.177339,1.482058,Neutral,6.7,Legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,25,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.33,0.01,3,,,,,,,5.83,1.12,3,6.8,0.53,3,,,,,,,1.02,0.03,3,1.21,0.01,3,,,,,,,0.955869,0.598919,3,0.030906,0.007569,3,0.077243,0.015888,3,0.039895,0.006673,3,0.0113,0.001058,3,0.009304,0.003186,3,0.955869,0.598919,3,0.930769,0.840097,3,0.955869,0.598919,3,0.930769,0.840097,3,,,,,,,95,1,,,,,0,0.000612182,,,,,0.153905612,0.014326998,0.170817732,0.000311118,,,-0.660705294,0.023428348,-3.431670535,0.150856032,0.588762659,0.332562512,-0.194358311,0.042008956,-0.026609748,0.402415884,-0.026609748,0.402415884
96,4,Zonghui Hu ,2023,plants,4,Chi,Asia,117.1,39.21,Cold,13.5,532.5,1.5,Sandy Clay Loam,52.73182,25.26818,22,Low,6.177339,1.482058,Neutral,6.7,Legume,maize,Upland,Conventional,Inorganic,High,225,Incorporated,35,,<5yr,4,5,,,,,,,,,,,,,0.33,0.01,3,0.33,0.02,3,,,,,,,4.85,0.49,3,5.99,0.53,3,,,,,,,0.57,0,3,1.1,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1,,,,,0,0.001530456,,,,,0.211112707,0.006012034,0.657429098,0.000247934,,,,,,,,,,,,,,
